T0.A,T0.B,T0.C,T1.A,T1.B,T1.C,T10.A,T10.B,T10.C,T11.A,T11.B,T11.C,T2.A,T2.B,T2.C,T3.A,T3.B,T3.C,T4.A,T4.B,T4.C,T5.A,T5.B,T5.C,T6.A,T6.B,T6.C,T7.A,T7.B,T7.C,T8.A,T8.B,T8.C,T9.A,T9.B,T9.C,sum.taxonomy
0,0,0,0,0,0,0.20638919248008683,0,0.30399914347367085,0,0,1,0,0,0,0,0,0,0,0.09080253913431376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12685071935586584,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
0.09958541763526567,0,0,0.23190438508595493,0.21839216353897362,0.11714955629837004,0.29445761853454,0.22405103730225823,0,0,0,0,0.3679835372418617,0.5543594088348511,0.4126905123871079,0.284190249359087,0.3986755812132459,0.3197417539809922,0.4878579880924893,0.6393623421751892,0.5242051416058587,0.7010002000157097,0.4008191030437996,0.7276706084626995,0.25275781954527843,0.43187342351081603,0.48899879784502587,0.5463600800744798,0.46445218262770616,0.7071270626231958,1,0.7002822339838243,0.5524797197295714,0,0.2290978767224654,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
0.08851393836985122,0,0,1,0.6707359912387717,0.5552358563216485,0,0,0,0.14051192385278338,0,0,0,0,0.2865879953528855,0,0.17892265671629468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Pleuronectidae;Pleuronichthys;Pleuronichthys coenosus
0.1559701912913241,0.15439035285263267,0.1659830310368894,0.32490398606244836,0.34491503782345584,0.10310061682645155,0.23736285176640065,0.1759120290366366,0.2356969633025842,0.25681541865462937,0.3195513128485785,0.42678941245075847,0.3912172169810485,0.6771087454015584,0.47090678423396065,0.8120323995931419,0.6151957080433018,0.4397536735564905,0.5468012341548641,0.5918826325910101,0.4841078657860513,0.7651696221523163,0.328648030729182,0.6666240510871961,0.4788293680226739,0.7060159508347145,1,0.3747115784937712,0.4073449590947022,0.45854928902181347,0.6189977400999881,0.5394712452954371,0.4626126171412897,0.42199959807933224,0.28897557247237166,0.22377289204416484,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585732656023643,0,0,0.7746004310972883,0.7655126940300361,0,0.5783030016353716,0,NA
0.09286801173593928,0.1500551358647806,0.022945117185029586,0.801734889167715,1,0.3448163792835077,0.14095891769899235,0.16395357812165318,0.16170260503126058,0.05160903568970224,0.08054223946647719,0.19006581452513974,0.5363270797028064,0.7649269531964736,0.5927091695188587,0.24022981978963265,0.2386505061254088,0.3167122068058245,0.5128898500769119,0.7330925592620358,0.5248340042039518,0.9506842292958229,0.4304297139743761,0.8217276131796508,0.20895740224178286,0.22619191531291666,0.11429736951139606,0.419760207249875,0.3219800751490865,0.6493947049664601,0.6893537460956859,0.6057005338841529,0.5392406652395738,0.12112389341135983,0.37067372932581816,0.010497633966186729,NA
0,0,0,0.22044950383212109,0,0,0,0,0,0,0,0,0.24402615154060242,0.34058725579056853,0.28738353231137936,0,0.41318774565918714,0,0,0.31732247229071103,0.3217538228693701,0.41216293911343643,0.15314852917658145,0,0.22306495527032286,0,0.7970963587401944,0,0,0.39830039002433837,0.9344488312339412,0,0,1,0.3332303492893559,0,NA
0,0,0,0,0,0,0,0,0,0.15709141617515232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
0.3794444481806316,0,0.5829834702397404,0,0,0,0,0.06573829298811969,0,0,0,0,0,0,0.02294621757534224,0,0,0,0,0,0,0,0,0,0.29891445985833276,0,0,1,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28363086215306077,0,0,0,0,0,0,0,0,1,0,0,0,Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
0.14155712595882294,0,0,0.4973681688577814,0.7920021058503963,0.27149783936337385,0.4263784918831893,0,0,0,0.5884501567132122,0,0.5044641975966664,0.7245283502834593,0.7213508681165465,0,0,0.5563362091012028,0.547645717804662,0.9127531919063171,0.5979463831568496,0,0.5119904334196066,1,0,0,0.31174669114299436,0.3880366391215169,0,0.5921509072699842,0.6774128502273644,0.7280040941928596,0.7054576241435188,0,0.4193469127694929,0,NA
0,0,0,0,0.29065782319811084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;;;;
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2358671119417466,0,0,0,0,0,0,0,0,0,0.38263283432050094,0,0,0,0,0,0,0,0,0,0,0,NA
0,0.2141167252076236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.09282991302119868,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaena;Scorpaena guttata
0,0,0,0,0,0,0.5951277368183677,0.4741164456230186,0.5047416263021018,0,0.5355678158623962,0,0,0,0,0,0.5726340912813943,0,0,0.5430149366655874,0,0,0.3088167099829633,0,0.32143434362951,0,1,0.5640483174156734,0.5143714632402643,0.7608236038368084,0,0,0,0,0.3791073480556362,0,NA
0,0,0,0,0,0,0.2302171631297592,0.048367337609940185,0,0,0,0,0.5420252815407163,0,0,0,0,0,0.32115502023070913,1,0,0,0.4993481601776311,0,0,0,0,0.5954193381684579,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;NA;Sphyraenidae;Sphyraena;Sphyraena argentea
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Syngnathiformes;Centriscidae;Macroramphosus;
0,0.2302088217943094,0,0,0.4410048465356957,0.21509941759429002,0.47357504093716285,0.42655852183804854,0.3491616197479703,0,0,0,0.4702900989028157,0.5825596710614458,0.5377345562614719,0,0.42403149968452286,0.3853195955257002,0.5448427298452914,0.8258027544461902,0.6916277915367864,1,0.5368818008818589,0.9276865174097254,0.3173772289821448,0.43132928692946415,0.40982057050329257,0.6225397595536272,0.5020363651655968,0.8513832995892385,0.934963686314595,0.6407783668684515,0,0,0.4319452365346391,0,NA
0,0,0,0,0,0.1497956054937805,0.8032532869501452,0.48892169159360155,0,0,0,0,0.3690686250170052,0.3881613552608735,0.4639481326258524,0,0.4819629166211333,0,0,0.440414267753838,0,0.8916052390318301,0.26435710269324075,0,0.24413546676146947,0.4490398908499861,1,0,0,0,0,0,0,0,0,0,NA
0.18812194154484224,0,0.14437415740942164,0,0.32501245733915257,0,0.39618312308572995,0.2354620524994466,0,0,0.3656584135539346,1,0.15857686685227476,0.22296088378044077,0,0.2681759051515632,0,0.1395801713033811,0,0,0,0,0.10959173900466676,0,0.1705473731937942,0.24358414498520178,0.4574307800449865,0.244984820721713,0.21723440336587452,0,0,0,0,0.6264501465770137,0,0,NA
0.14933882817959088,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Lutjaniformes;Lutjanidae;Lutjanus;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
0.23394061319798515,0.20037580053614182,0.17398288214508956,0.4489056405911511,0.3473997315238823,0.1325735046648057,0.38382223276287647,0.28855780644136503,0.39309089885395126,0.23160998091002755,0.2521706242893551,0.36281442689637344,0.41320732695878404,0.6050823776398221,0.49130768544966286,0.5065367022067276,0.5592526410336351,0.3247950415601483,0.5407428517059665,0.7512397488895369,0.5491667553668493,1,0.39671382406479633,0.8451895472477446,0.3434213700825414,0.4426227475395161,0.8436000682847958,0.6671294634372634,0.6275310561445386,0.8746999616947377,0.8083381337024697,0.5887934275301316,0.5531327536329621,0.5669754798928984,0.4117078260614169,0.1989443217239207,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;;;;
0.1282002978134951,0.15416682402602405,0,0.3693328756282406,0.3164648395074989,0.17697060632306963,0.41427056098774,0.34075687972337565,0,0,0,0,0.34264855935414446,0.5893161351621855,0.42154936330384424,0,0.3904539147990414,0,0.4395411832901655,0.8311461378412959,0.6539571013969808,0.7638566249724427,0.41420020930583806,0.8404483946625055,0.3672548342073862,0,0.2783864507079603,0.5127340108914163,0.4439130302796529,0.7205807857797071,1,0.7557781770565456,0,0,0.2627931542754894,0,NA
0,0,0,0,0,0,0.6765952416634148,0.42881576943408767,0.6156977285996743,0.5084158762504518,0,0,0,0,0.38005127540615985,0,0.48439168397635435,0,0,0.3200046477178101,0,0,0.2114001068258189,0,0.27395085374538264,0,0.8312999680977563,0,0,0.5453325025918629,1,0,0.8407631620208726,0,0,0.24987497840536094,NA
0,0,0,0,0,0,0,0,0,0,0,0,0.33579933214411284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
0,0.7365796947212563,0.7158091981202173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Balistidae;;
0.06927180193904678,0,0,0.2157387098310016,0.24423497099071442,0.11680917744211265,0.7334272178238522,0.52848009317351,0.6011329043034016,0.2906716787986492,0.5855475946775844,1,0.30601632660000067,0.4181433099591597,0.3227624590961434,0.39428683318916735,0.3350932379791861,0,0,0.3728392699131101,0.2703467790901488,0.47632352796821825,0.24800604849587485,0.49184349160737884,0.18204561280837026,0.2947715924664764,0.44761225323936166,0.2197445847768771,0.3109962777158366,0.34208350936960014,0.39349043236625264,0,0,0,0.26545833465203145,0.11967154893017252,NA
0,0.47611931029625315,0,0.9491724708161805,0.7007626941779319,0.3033195698047505,0.19523025256677506,0.1770761637935655,0,0,0,0,0.4453220293854325,0.6162673497597401,0,0,0,0.7044300950497707,0,0.9150758794506759,0.6605750388973697,0.34011724140099464,0.43300461077945535,0.798503482079489,0.5161830058450108,0.7142617014763433,0,1,0.829881243691913,0.6710680448629823,0,0,0,0,0.4138087959281735,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4662498749826683,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;;;;
0.8342271692009452,0.38888565961823435,0.7274591341947515,0.1866744932248398,0,0,0.32859660681669456,0.49700222990074644,0.23107458799920838,0.6358935560358515,0.25316155522025724,0.07892007858101421,0.21363911752989626,0,0,0,0,0,0.2695532161333325,0.14712925119350626,0,0,0.10028286133930554,0,0,0,0,0,0,0,0,0,0.18353633602116703,1,0,0,Eukaryota;Chordata;Actinopteri;NA;Pomacentridae;Hypsypops;Hypsypops rubicundus
0.12432272587092925,0.1902384988893634,0,0.367184779813063,0.3170555798542042,0.132682171471908,0.2163873648589806,0.31934304823901993,0.12512941304995134,0.1516211739730172,0,0.2525795208846531,0.426610733591614,0.649841210536148,0.4656639650064694,0.3360609017399117,0.3470145269519264,0.4641920551052764,0.4438854860986009,0.7198813635807308,0.40219387939444307,1,0.4642362121992342,0.7241939910101728,0.34660848555916696,0.36442210662033614,0.3365386576440657,0.5056938354527926,0.39610490186881125,0.652346326572337,0.8373733938495688,0.6043365202479293,0.4968602885234815,0,0.3602708071755946,0,NA
0.1867069879464548,0.18843965274406402,0.18952259394515286,0.4074528815441128,0.27132567307610617,0.1530389286248012,0,0,0,0,0,0,0.4422110348189691,0.6086550146010852,0.4298270698519876,0.585086536775254,0.6351720344750825,0.2596454057480804,0.42078759468757865,0.6040639919772849,0.3825892782009874,0.7162396943171004,0.324358415122117,0.5731052047139183,0.2995470606505222,0.39938222213872543,1,0.24481901724963673,0.3223932429909346,0.4426449475576302,0.5858121551833418,0.47473849528771805,0.39944710947694007,0.43521682427825903,0.11967084187957006,0.08523182777370657,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47747683562144283,1,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Mycteroperca;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Tetraodontiformes;Molidae;Mola;Mola mola
0,0,0,0.02862662495732965,0.12779063864751153,0.14618069928885552,0,0,0,0,0,0,0,0,1,0,0.13722198123482526,0,0.015427638298526145,0.3590924146086787,0.8051494914923973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Cypriniformes;Cyprinidae;Ctenopharyngodon;Ctenopharyngodon idella
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49200209510080456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
0.23055295620297744,0,0,0,0,0,0.4433727401153397,0.4078624607599279,0,0,0,0,0.6430044477896969,0.964850933385672,0.8661165236431837,0,0,0,0.8212431385191554,0.9991860009067838,0,0,0.618514509194551,1,0.1980909739747009,0,0,0,0,0,0.8599225670111331,0,0,0,0,0,NA
0.16927678209686303,0.3113673919721649,0.32191389228728806,0,0,0,0.0984816002206163,0.34291564501061955,0.5972651915391333,0,0.2927737973387922,1,0,0,0,0,0,0,0,0.9537771786355183,0.8098918802649658,0.31123864955877084,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5961208932689903,Eukaryota;Chordata;Actinopteri;Perciformes;Scorpaenidae;Scorpaenodes;Scorpaenodes xyris
0,0,0,0,0,0,0.33630418798742373,0.2924832872145043,0.4875005965082113,0.443738147953257,0.7381637230775931,1,0.20722178144389433,0.2842311529426728,0.311392779685965,0.5879527245228536,0.548091333396807,0,0,0.20142875933772839,0,0.4636286791825031,0.07936595041770741,0,0.22395682317669122,0.4069321529546502,0.8481738173260441,0,0.2201069601015736,0.48248127499673366,0,0,0,0,0.1395357912914524,0.1836566915220733,NA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;;;;
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Mycteroperca;
